yyyy,mm,tmax,tmin,rain
1994,11,12.7,8.4,55.7
1994,12,9.6,3.9,74.6
1995,1,8.5,2.2,116.3
1995,2,10.4,4.4,66
1995,3,10.5,2,49.3
1995,4,14.3,5.4,18.9
1995,5,17.8,7.8,54.1
1995,6,20,10.4,6.6
1995,7,25.1,13.9,37.8
1995,8,26.4,13.9,4.4
1995,9,18.3,10.3,98.8
1995,10,17.3,10.3,33.2
1995,11,11.3,5.2,98.2
1995,12,4.6,0.2,99.8
1996,1,6.6,3.1,35.5
1996,2,6.2,-0.1,60.8
1996,3,8.4,1.8,27.1
1996,4,13.8,4.8,49.3
1996,5,14.1,5.6,35.7
1996,6,21.2,10.2,23.7
1996,7,23.3,12.7,25.5
1996,8,22.4,12.5,53.1
1996,9,18.4,10.3,16.1
1996,10,15.8,8.6,33
1996,11,9.6,2.9,81.6
1996,12,5.5,0.9,16.2
1997,1,5.1,-0.2,11.9
1997,2,10.4,4.2,76.5
1997,3,13.3,5.5,7.2
1997,4,14.5,4.9,17.5
1997,5,17.4,7.4,61.2
1997,6,18.9,11.3,66.7
1997,7,22.8,12.9,25.4
1997,8,24.9,15.7,104.2
1997,9,19.7,10.7,18.5
1997,10,14.9,6.6,57.2
1997,11,11.7,6.1,94.6
1997,12,9,3.6,58.7
1998,1,8.3,2.9,60
1998,2,11.5,4.1,8.7
1998,3,11.8,5.4,57.4
1998,4,11.9,5.1,107.7
1998,5,18.7,9.1,20.9
1998,6,19.1,11.5,75.9
1998,7,21,12.4,29.5
1998,8,22.4,11.9,26.8
1998,9,19.6,11.8,119.4
1998,10,14.4,8.2,116.4
1998,11,9.3,2.2,69.9
1998,12,9.4,3.2,72.7
1999,1,9,3.4,91.9
1999,2,8.6,2.9,32.9
1999,3,11.6,4.8,28.8
1999,4,14.3,6.1,57.6
1999,5,18.2,9.7,50.9
1999,6,19.7,10.1,65.3
1999,7,24.2,13.3,7.2
1999,8,21.6,12.9,98.3
1999,9,20.8,12.4,102.1
1999,10,15.1,7.1,70.8
1999,11,10.8,5.3,41.1
1999,12,8.3,1.7,89.8
2000,1,8.1,2,19.8
2000,2,10.2,3.8,78.3
2000,3,11.7,4.2,11.9
2000,4,12.4,4.8,137.2
2000,5,17.2,8.6,67.7
2000,6,20.5,12.2,19.4
2000,7,20.8,12.3,28.5
2000,8,22.7,13.3,58.3
2000,9,19.2,12.1,87.2
2000,10,14.3,8.2,119.5
2000,11,10.6,4.8,99.1
2000,12,8.6,4.2,99.8
2001,1,6.4,1.2,57.4
2001,2,8.8,2,68.6
2001,3,9,3.1,75.1
2001,4,12.9,4.8,72.7
2001,5,18.5,7.9,35.5
2001,6,20.7,10.6,23.1
2001,7,23.4,13.4,57.2
2001,8,22.7,12.9,92
2001,9,17.9,10.5,35
2001,10,17,11.1,92.4
2001,11,11.2,3.9,38.5
2001,12,6.8,0.2,29.5
2002,1,9.2,3.4,57.4
2002,2,11.1,4.4,70.9
2002,3,12.4,4.6,33
2002,4,15.2,5.2,43
2002,5,16.8,8.4,58.3
2002,6,20,10.3,42.4
2002,7,22.1,12,89.6
2002,8,22.8,12.9,53.2
2002,9,19.7,10,24.8
2002,10,14.8,7.1,109.4
2002,11,11.8,6.4,133.4
2002,12,8.9,4.1,98.1
2003,1,7.6,1.8,81.4
2003,2,8.4,0.6,17.3
2003,3,13.3,2.7,25.2
2003,4,15.3,4.6,36.8
2003,5,17.5,8.1,48.1
2003,6,22.4,11.8,55.5
2003,7,23.7,13.4,53.8
2003,8,25.5,13.5,3
2003,9,21.3,8.1,17.4
2003,10,14,3.9,31.7
2003,11,12,5.7,89.6
2003,12,8.7,1.8,70.7
2004,1,8.8,2.7,66.1
2004,2,8.7,2.9,25.5
2004,3,10.9,3.4,51.8
2004,4,14.7,6.2,68.8
2004,5,18,8.6,41.1
2004,6,21.8,12,23.8
2004,7,22,12.2,83.1
2004,8,23.4,14.2,135
2004,9,20.1,11.7,28.9
2004,10,14.7,8.6,131.4
2004,11,10.9,5.8,34.2
2004,12,8.6,2.8,37.7
2005,1,9.4,3.8,18.2
2005,2,7.3,2.1,20
2005,3,11.2,4.7,44.5
2005,4,14.3,5.7,50.2
2005,5,17.2,7.6,31.5
2005,6,21.6,12,93.4
2005,7,22.3,13.4,34.9
2005,8,23.1,12.2,31.3
2005,9,20.9,11.9,38.5
2005,10,17.1,10.9,53.4
2005,11,9.9,3.1,38.6
2005,12,7.7,1.8,50.2
2006,1,7.2,2.2,16.6
2006,2,6.6,0.8,33
2006,3,9.2,2,59.3
2006,4,13.9,5.4,36.3
2006,5,17.6,9,104.7
2006,6,23.1,11.7,5.3
2006,7,27.1,14.9,87.3
2006,8,21.8,13.1,58.7
2006,9,22.1,13.5,90.8
2006,10,17.2,10.6,118
2006,11,12.1,5.1,86.4
2006,12,9.4,4.3,68.7
2007,1,10.4,4.8,73.3
2007,2,9.7,3.7,81
2007,3,12,3.7,36.9
2007,4,17.8,5.6,1.8
2007,5,17.5,7.1,135.2
2007,6,20.5,11.3,78.8
2007,7,20.6,12.2,105.5
2007,8,21.7,12,38.2
2007,9,19.2,10.3,17.7
2007,10,15.1,7.9,68.9
2007,11,11.3,4.3,56
2007,12,8.3,2.4,60.6
2008,1,10.3,4.7,81.6
2008,2,10.5,1.7,16.9
2008,3,10.6,3.5,90.3
2008,4,13.1,4.7,46.9
2008,5,18.7,9.5,106.6
2008,6,20.1,11.1,67.3
2008,7,22,12.8,90
2008,8,20.8,13.9,77
2008,9,17.8,10.2,73.5
2008,10,14.6,5.7,39.3
2008,11,10.1,4.8,94.2
2008,12,6.9,1.3,37.3
2009,1,6.3,0.2,47.8
2009,2,7.9,2,54.5
2009,3,12.4,3.2,20.2
2009,4,15.6,6.1,36
2009,5,18.2,8.3,44.8
2009,6,22,10.7,49.3
2009,7,22.4,13.1,72.8
2009,8,22.7,13.3,46.6
2009,9,20.2,10.6,9
2009,10,16.2,8.4,44.4
2009,11,12.5,7,105.2
2009,12,6.8,0.8,89.9
2010,1,4.7,-1,56.4
2010,2,7.1,1.3,79.8
2010,3,11.3,3.2,47.6
2010,4,15.8,4.9,25.5
2010,5,17.6,7.3,28.6
2010,6,23,11.1,34.5
2010,7,23.9,14.2,17.9
2010,8,21.4,12.1,146.2
2010,9,18.8,10.3,52.5
2010,10,14.5,7.4,43.4
2010,11,8.2,2.9,38.6
2010,12,2.7,-2.2,32.7
2011,1,7,1.9,58.8
2011,2,10.4,4.4,49.3
2011,3,12.4,3.2,9.3
2011,4,19.4,7.3,0.5
2011,5,18.9,8.4,42.5
2011,6,19.3,10.2,54.1
2011,7,21.4,10.2,43.1
2011,8,20.7,11.4,65.6
2011,9,20.7,10.7,31.8
2011,10,17.2,9.5,26.3
2011,11,13.5,6.3,28.4
2011,12,9.3,3.1,71.2
2012,1,9.8,3.6,34.6
2012,2,7.3,1.2,21.3
2012,3,14,3.6,24.3
2012,4,12.6,4.6,143
2012,5,17.7,9.7,55.5
2012,6,18.9,11.6,151.7
2012,7,20.5,12.6,100
2012,8,21.8,13.6,85.6
2012,9,18.4,9.2,57.6
2012,10,13.4,7.1,124.2
2012,11,10.1,4.2,83.3
2012,12,8.6,2.6,103.3
2013,1,6.4,1.9,58.5
2013,2,6.2,0.9,47.4
2013,3,6.3,0.2,76.6
2013,4,12.9,3.9,24.8
2013,5,15.9,6.7,66.2
2013,6,19.3,10.2,17.3
2013,7,25.5,13.9,45.7
2013,8,23.1,13.1,19.3
2013,9,19,9.9,40.6
2013,10,16.3,9.9,86.5
2013,11,9.9,3.8,55.2
2013,12,10,3.6,97.7
2014,1,9.3,3.5,146.9
2014,2,9.7,4.2,90.1
2014,3,12.8,3.5,39.2
2014,4,15,6.4,50.2
2014,5,17.1,8.9,90.3
2014,6,21.5,11.8,36.9
2014,7,24.9,13.5,45.5
2014,8,20.8,11.7,85.6
2014,9,21.1,11.4,4.1
2014,10,16.8,9.9,65.6
2014,11,11.5,5.7,98.6
2014,12,8.7,2.4,44
2015,1,8.4,1.6,53.6
2015,2,7.5,1,46.2
2015,3,11.4,3.3,25.6
2015,4,15.9,4.5,22.5
2015,5,16.8,7.7,55.6
2015,6,21.1,10.2,28.9
2015,7,22.6,12.5,47.8
2015,8,21.3,13,57.2
2015,9,18.4,8.9,36.8
2015,10,15.1,7.9,45
2015,11,13.1,7.3,65.3
2015,12,13.4,8.3,62.9
2016,1,9.4,3,83.9
2016,2,9.1,2.7,47.6
2016,3,10.2,2.2,74.2
2016,4,12.9,4,53.1
2016,5,18.4,8.7,86.1
2016,6,20,11.9,95.7
2016,7,23.3,13.8,3.4
2016,8,23.5,13.6,41.2
2016,9,20.9,13,44.6
2016,10,15.1,7.3,26.5
2016,11,9.4,3.3,76.1
2016,12,9.6,3,25.8
2017,1,7.3,0.8,62.8
2017,2,9.5,4,42.8
2017,3,13.7,5.8,43.1
2017,4,15.1,4.7,5.4
2017,5,19,9.4,63.6
2017,6,22.7,12.9,29.7
2017,7,23.3,13.9,62.3
2017,8,21.4,12.6,62.8
2017,9,18.5,10.4,64.6
2017,10,16.1,9.7,17.1
2017,11,10.7,3.8,48.4
2017,12,8.3,2.6,74.2
2018,1,8.9,3,59.1
2018,2,6.4,0.3,24.1
2018,3,9.1,2.5,87.4
2018,4,14.2,7.5,52.8
2018,5,19.9,8.6,80.8
2018,6,22.8,11.6,2.5
2018,7,27.4,14.2,23.2
2018,8,23.4,13.2,43.2
2018,9,20.4,10,30.3
2018,10,15.6,7.3,50.1
2018,11,11.7,5.5,61.9
2018,12,10.2,4.7,71.8
2019,1,7.1,1.3,25.4
2019,2,11.7,2.4,38
2019,3,12.3,5.2,47.6
2019,4,15.1,4.3,29.9
2019,5,17.4,7,29.6
2019,6,19.8,11,99
2019,7,24.1,13.9,36
2019,8,23.9,13.2,46.9
2019,9,20.8,10.4,62.9
2019,10,14.6,7.5,116.2
2019,11,9.8,4.3,105.6
2019,12,9.3,3.7,85.7
2020,1,9.6,4.5,45.3
2020,2,10.5,4.2,81.2
2020,3,11.5,3,35
2020,4,18.1,5.5,27.5
2020,5,19.9,7.9,3.5
2020,6,21.3,12.1,86
2020,7,22.1,13,56.7
